state,date,cases,deaths,hospitalized,tests,recovered,party,population,change_cases,pct_change
GA,6/1/20,45757,2057,8127,471631,,rep,10617423,19321,1.567112828
GA,6/2/20,46063,2070,8334,474287,,rep,10617423,19627,0.668750137
GA,6/3/20,46711,2092,8419,482712,,rep,10617423,20275,1.40676899
GA,6/4/20,47528,2116,8557,496331,,rep,10617423,21092,1.749052686
GA,6/5/20,48280,2143,8646,507788,,rep,10617423,21844,1.582225215
GA,6/6/20,48943,2147,8662,522857,,rep,10617423,22507,1.373239437
GA,6/7/20,49371,2148,8685,539884,,rep,10617423,22935,0.874486648
GA,6/8/20,49995,2176,8746,549375,,rep,10617423,23559,1.26389986
GA,6/9/20,50769,2250,8872,557183,,rep,10617423,24333,1.548154815
GA,6/10/20,51465,2292,8974,570955,,rep,10617423,25029,1.370915322
GA,6/11/20,52332,2337,9073,584241,,rep,10617423,25896,1.684640047
GA,6/12/20,53201,2384,9181,591958,,rep,10617423,26765,1.660551861
GA,6/13/20,54178,2411,9224,599680,,rep,10617423,27742,1.836431646
GA,6/14/20,54874,2416,9248,620790,,rep,10617423,28438,1.284654288
GA,6/15/20,55505,2457,9322,630496,,rep,10617423,29069,1.14990706
GA,6/16/20,56302,2492,9454,634978,,rep,10617423,29866,1.435906675
GA,6/17/20,57217,2536,9543,650467,,rep,10617423,30781,1.625164293
GA,6/18/20,58040,2565,9663,663204,,rep,10617423,31604,1.438383697
GA,6/19/20,59117,2596,9772,670306,,rep,10617423,32681,1.855616816
GA,6/20/20,60669,2602,9837,694384,,rep,10617423,34233,2.625302366
GA,6/21/20,61493,2603,9837,698307,,rep,10617423,35057,1.35818952
GA,6/22/20,62705,2607,9953,708026,,rep,10617423,36269,1.970956044
GA,6/23/20,64577,2646,10123,731261,,rep,10617423,38141,2.985407862
GA,6/24/20,66290,2658,10313,743234,,rep,10617423,39854,2.652647227
GA,6/25/20,67796,2704,10457,757924,,rep,10617423,41360,2.271835873
GA,6/26/20,69542,2727,10605,771028,,rep,10617423,43106,2.575373178
GA,6/27/20,71066,2733,10689,789813,,rep,10617423,44630,2.191481407
GA,6/28/20,72800,2735,10711,806938,,rep,10617423,46364,2.439985366
GA,6/29/20,74816,2739,10824,823117,,rep,10617423,48380,2.769230769
GA,6/30/20,77280,2758,11051,833878,,rep,10617423,50844,3.293413174
GA,7/1/20,79589,2779,11275,855038,,rep,10617423,53153,2.987836439
GA,7/2/20,82475,2801,11500,883239,,rep,10617423,56039,3.626129239
GA,7/3/20,85079,2808,11653,901217,,rep,10617423,58643,3.1573204
GA,7/4/20,87592,2809,11743,926359,,rep,10617423,61156,2.953725361
GA,7/5/20,89489,2812,11775,949185,,rep,10617423,63053,2.165722897
GA,7/6/20,91015,2829,11919,958953,,rep,10617423,64579,1.705237515
GA,7/7/20,93707,2850,12226,979452,,rep,10617423,67271,2.957754216
GA,7/8/20,96538,2871,12500,1000409,,rep,10617423,70102,3.02111902
GA,7/9/20,98693,2880,12606,1019422,,rep,10617423,72257,2.232281589
GA,7/10/20,103597,2915,12937,1046348,,rep,10617423,77161,4.968944099
GA,7/11/20,106574,2946,13205,1064873,,rep,10617423,80138,2.873635337
GA,7/12/20,108389,2951,13259,1083416,,rep,10617423,81953,1.703042018
GA,7/13/20,111937,2972,13476,1107967,,rep,10617423,85501,3.273394902
GA,7/14/20,114579,2996,13685,1131034,,rep,10617423,88143,2.360256216
GA,7/15/20,118147,3030,14102,1154983,,rep,10617423,91711,3.114008675
GA,7/16/20,120848,3043,14346,1178222,,rep,10617423,94412,2.286135069
GA,7/17/20,124267,3071,14647,1198678,,rep,10617423,97831,2.829173838
GA,7/18/20,128341,3105,14961,1231806,,rep,10617423,101905,3.278424682
GU,5/1/20,1115,6,,3005,131,,159358,0,
GU,5/2/20,1117,6,,3188,131,,159358,2,0.179372197
GU,5/3/20,1118,6,,3302,126,,159358,3,0.089525515
GU,5/4/20,1118,6,,3391,125,,159358,3,0
GU,5/5/20,1118,6,,3490,124,,159358,3,0
GU,5/6/20,1118,6,,3627,123,,159358,3,0
GU,5/7/20,1118,6,,3715,123,,159358,3,0
GU,5/8/20,1120,6,,3777,122,,159358,5,0.178890877
GU,5/9/20,1120,6,,3794,124,,159358,5,0
GU,5/10/20,1120,6,,3794,124,,159358,5,0
GU,5/11/20,1120,6,,3989,124,,159358,5,0
GU,5/12/20,1121,6,,4091,124,,159358,6,0.089285714
GU,5/13/20,1121,6,,4262,124,,159358,6,0
GU,5/14/20,1121,6,,4379,124,,159358,6,0
GU,5/15/20,1123,6,,4515,124,,159358,8,0.178412132
GU,5/16/20,1123,6,,4519,126,,159358,8,0
GU,5/17/20,1123,6,,4604,126,,159358,8,0
GU,5/18/20,1123,6,,4723,126,,159358,8,0
GU,5/19/20,1123,6,,4827,126,,159358,8,0
GU,5/20/20,1134,6,,4972,125,,159358,19,0.979519145
GU,5/21/20,1134,6,,5064,125,,159358,19,0
GU,5/22/20,1134,6,,5279,125,,159358,19,0
GU,5/23/20,1134,6,,5359,134,,159358,19,0
GU,5/24/20,1135,6,,5569,138,,159358,20,0.088183422
GU,5/25/20,1135,6,,5569,138,,159358,20,0
GU,5/26/20,1139,6,,5684,139,,159358,24,0.352422907
GU,5/27/20,1140,6,,5685,143,,159358,25,0.087796313
GU,5/28/20,1141,6,,5962,143,,159358,26,0.087719298
GU,5/29/20,1141,6,,6095,144,,159358,26,0
GU,5/30/20,1141,6,,6102,144,,159358,26,0
GU,5/31/20,1144,6,,6102,144,,159358,29,0.262927257
GU,6/1/20,1144,6,,6316,145,,159358,29,0
GU,6/2/20,1146,6,,6391,148,,159358,31,0.174825175
GU,6/3/20,1146,6,,6727,151,,159358,31,0
GU,6/4/20,1148,6,,6984,162,,159358,33,0.17452007
GU,6/5/20,1148,6,,7374,162,,159358,33,0
GU,6/6/20,1148,6,,7463,162,,159358,33,0
GU,6/7/20,1148,6,,7463,162,,159358,33,0
GU,6/8/20,1149,6,,7729,163,,159358,34,0.087108014
GU,6/9/20,1149,6,,7976,163,,159358,34,0
GU,6/10/20,1149,6,,8282,164,,159358,34,0
GU,6/11/20,1152,6,,8380,168,,159358,37,0.261096606
GU,6/12/20,1153,6,,8527,168,,159358,38,0.086805556
GU,6/13/20,1154,6,,8543,168,,159358,39,0.086730269
GU,6/14/20,1154,6,,8543,168,,159358,39,0
GU,6/15/20,1155,6,,8758,169,,159358,40,0.086655113
GU,6/16/20,1155,6,,9032,169,,159358,40,0
GU,6/17/20,1157,6,,9198,170,,159358,42,0.173160173
GU,6/18/20,1162,6,,9588,170,,159358,47,0.432152118
GU,6/19/20,1169,6,,9715,173,,159358,54,0.602409639
GU,6/20/20,1191,6,,10010,173,,159358,76,1.881950385
GU,6/21/20,1191,6,,10010,173,,159358,76,0
GU,6/22/20,1191,6,,10404,173,,159358,76,0
GU,6/23/20,1194,6,,10651,174,,159358,79,0.251889169
GU,6/24/20,1200,6,,11038,174,,159358,85,0.502512563
GU,6/25/20,1214,6,,11418,174,,159358,99,1.166666667
GU,6/26/20,1217,6,,11892,179,,159358,102,0.247116969
GU,6/27/20,1217,6,,12151,179,,159358,102,0
GU,6/28/20,1217,6,,12378,179,,159358,102,0
GU,6/29/20,1224,6,,12914,179,,159358,109,0.575184881
GU,6/30/20,1228,6,,13315,179,,159358,113,0.326797386
GU,7/1/20,1240,6,,13784,179,,159358,125,0.977198697
GU,7/2/20,1249,6,,13933,179,,159358,134,0.725806452
GU,7/3/20,1255,6,,14549,179,,159358,140,0.480384307
GU,7/4/20,1257,6,,14954,179,,159358,142,0.15936255
GU,7/5/20,1257,6,,14954,179,,159358,142,0
GU,7/6/20,1270,6,,15549,179,,159358,155,1.034208433
GU,7/7/20,1272,6,,15911,184,,159358,157,0.157480315
GU,7/8/20,1276,6,,16140,202,,159358,161,0.314465409
GU,7/9/20,1278,6,,16532,202,,159358,163,0.156739812
GU,7/10/20,1279,6,,16866,202,,159358,164,0.078247261
GU,7/11/20,1281,6,,16979,202,,159358,166,0.156372166
GU,7/12/20,1281,6,,16979,202,,159358,166,0
GU,7/13/20,1281,6,,17342,202,,159358,166,0
GU,7/14/20,1281,6,,17537,210,,159358,166,0
GU,7/15/20,1282,6,,17827,213,,159358,167,0.078064012
GU,7/16/20,1283,6,,18011,214,,159358,168,0.07800312
GU,7/17/20,1283,6,,18252,214,,159358,168,0
GU,7/18/20,1284,6,,18253,222,,159358,169,0.077942323
HI,5/1/20,610,16,70,31094,526,dem,1415872,0,
HI,5/2/20,611,16,72,31985,532,dem,1415872,1,0.163934426
HI,5/3/20,611,17,72,32950,541,dem,1415872,1,0
HI,5/4/20,612,17,73,33866,544,dem,1415872,2,0.163666121
HI,5/5/20,615,17,73,33999,548,dem,1415872,5,0.490196078
HI,5/6/20,616,17,73,35199,551,dem,1415872,6,0.162601626
HI,5/7/20,619,17,74,35541,558,dem,1415872,9,0.487012987
HI,5/8/20,619,17,74,36618,565,dem,1415872,9,0
HI,5/9/20,620,17,81,36262,566,dem,1415872,10,0.161550889
HI,5/10/20,621,17,81,37270,551,dem,1415872,11,0.161290323
HI,5/11/20,623,17,81,37683,561,dem,1415872,13,0.322061192
HI,5/12/20,624,17,81,37939,561,dem,1415872,14,0.160513644
HI,5/13/20,627,17,81,38365,563,dem,1415872,17,0.480769231
HI,5/14/20,627,17,81,38881,563,dem,1415872,17,0
HI,5/15/20,628,17,81,38776,564,dem,1415872,18,0.159489633
HI,5/16/20,629,17,81,40883,565,dem,1415872,19,0.159235669
HI,5/17/20,630,17,82,41674,572,dem,1415872,20,0.158982512
HI,5/18/20,630,17,82,42045,573,dem,1415872,20,0
HI,5/19/20,631,17,82,45023,574,dem,1415872,21,0.158730159
HI,5/20/20,633,17,82,46304,578,dem,1415872,23,0.316957211
HI,5/21/20,637,17,82,47149,578,dem,1415872,27,0.631911532
HI,5/22/20,632,17,83,47985,579,dem,1415872,22,-0.784929356
HI,5/23/20,633,17,84,48821,585,dem,1415872,23,0.158227848
HI,5/24/20,633,17,84,49572,589,dem,1415872,23,0
HI,5/25/20,633,17,84,50371,591,dem,1415872,23,0
HI,5/26/20,633,17,84,50371,592,dem,1415872,23,0
HI,5/27/20,634,17,83,51202,593,dem,1415872,24,0.157977883
HI,5/28/20,637,17,83,51839,600,dem,1415872,27,0.47318612
HI,5/29/20,639,17,83,52824,604,dem,1415872,29,0.313971743
HI,5/30/20,641,17,83,54014,605,dem,1415872,31,0.312989045
HI,5/31/20,642,17,83,54620,606,dem,1415872,32,0.15600624
HI,6/1/20,642,17,83,48487,608,dem,1415872,32,0
HI,6/2/20,643,17,83,48921,608,dem,1415872,33,0.15576324
HI,6/3/20,643,17,83,49508,609,dem,1415872,33,0
HI,6/4/20,644,17,83,50638,612,dem,1415872,34,0.155520995
HI,6/5/20,653,17,83,52336,611,dem,1415872,43,1.397515528
HI,6/6/20,661,17,83,53257,614,dem,1415872,51,1.225114855
HI,6/7/20,663,17,83,54055,616,dem,1415872,53,0.302571861
HI,6/8/20,664,17,84,55147,617,dem,1415872,54,0.150829563
HI,6/9/20,670,17,84,55474,618,dem,1415872,60,0.903614458
HI,6/10/20,673,17,84,56173,621,dem,1415872,63,0.447761194
HI,6/11/20,680,17,85,57295,622,dem,1415872,70,1.040118871
HI,6/12/20,694,17,86,58579,623,dem,1415872,84,2.058823529
HI,6/13/20,711,17,87,59338,627,dem,1415872,101,2.449567723
HI,6/14/20,716,17,89,60322,628,dem,1415872,106,0.70323488
HI,6/15/20,724,17,91,61474,629,dem,1415872,114,1.117318436
HI,6/16/20,728,17,91,62028,630,dem,1415872,118,0.552486188
HI,6/17/20,732,17,92,63243,637,dem,1415872,122,0.549450549
HI,6/18/20,750,17,95,64374,639,dem,1415872,140,2.459016393
HI,6/19/20,777,17,95,65744,640,dem,1415872,167,3.6
HI,6/20/20,791,17,96,66734,642,dem,1415872,181,1.801801802
HI,6/21/20,802,17,96,67860,644,dem,1415872,192,1.390644753
HI,6/22/20,804,17,97,68711,651,dem,1415872,194,0.249376559
HI,6/23/20,807,17,99,69340,669,dem,1415872,197,0.373134328
HI,6/24/20,821,17,104,70539,673,dem,1415872,211,1.734820322
HI,6/25/20,836,17,105,71935,686,dem,1415872,226,1.827040195
HI,6/26/20,850,17,109,73005,696,dem,1415872,240,1.674641148
HI,6/27/20,856,18,109,74301,705,dem,1415872,246,0.705882353
HI,6/28/20,883,18,110,75478,714,dem,1415872,273,3.154205607
HI,6/29/20,884,18,111,77155,719,dem,1415872,274,0.113250283
HI,6/30/20,901,18,111,77743,722,dem,1415872,291,1.923076923
HI,7/1/20,909,18,113,79058,736,dem,1415872,299,0.887902331
HI,7/2/20,929,18,116,80290,741,dem,1415872,319,2.200220022
HI,7/3/20,957,19,116,81618,746,dem,1415872,347,3.013993541
HI,7/4/20,981,19,118,83476,754,dem,1415872,371,2.507836991
HI,7/5/20,1005,19,118,84325,756,dem,1415872,395,2.44648318
HI,7/6/20,1012,19,118,85058,777,dem,1415872,402,0.696517413
HI,7/7/20,1053,19,119,85673,781,dem,1415872,443,4.051383399
HI,7/8/20,1076,19,119,87096,797,dem,1415872,466,2.184235518
HI,7/9/20,1112,19,122,89152,811,dem,1415872,502,3.345724907
HI,7/10/20,1139,19,123,90595,840,dem,1415872,529,2.428057554
HI,7/11/20,1181,19,125,92234,847,dem,1415872,571,3.687445127
HI,7/12/20,1201,19,125,93920,872,dem,1415872,591,1.693480102
HI,7/13/20,1222,21,125,95170,890,dem,1415872,612,1.748542881
HI,7/14/20,1243,21,128,96070,911,dem,1415872,633,1.718494272
HI,7/15/20,1271,21,133,97557,921,dem,1415872,661,2.252614642
HI,7/16/20,1290,21,137,99387,951,dem,1415872,680,1.494885917
HI,7/17/20,1312,22,138,101204,975,dem,1415872,702,1.705426357
HI,7/18/20,1332,23,139,102995,994,dem,1415872,722,1.524390244
ID,5/1/20,2035,63,178,29225,1175,rep,1787065,0,
ID,5/2/20,2061,64,178,29490,1215,rep,1787065,26,1.277641278
ID,5/3/20,2059,64,200,29807,1267,rep,1787065,24,-0.097040272
ID,5/4/20,2106,64,200,29807,1267,rep,1787065,71,2.282661486
ID,5/5/20,2127,66,201,30308,1358,rep,1787065,92,0.997150997
ID,5/6/20,2158,67,203,30545,1379,rep,1787065,123,1.45745181
ID,5/7/20,2178,67,205,30890,1399,rep,1787065,143,0.926784059
ID,5/8/20,2205,67,206,31270,1420,rep,1787065,170,1.239669421
ID,5/9/20,2230,67,206,31806,1442,rep,1787065,195,1.133786848
ID,5/10/20,2232,67,207,32142,1473,rep,1787065,197,0.089686099
ID,5/11/20,2261,69,207,32142,1473,rep,1787065,226,1.299283154
ID,5/12/20,2294,69,210,32705,1508,rep,1787065,259,1.459531181
ID,5/13/20,2325,69,214,33128,1536,rep,1787065,290,1.351351351
ID,5/14/20,2352,72,212,33754,1557,rep,1787065,317,1.161290323
ID,5/15/20,2389,73,212,34745,1573,rep,1787065,354,1.573129252
ID,5/16/20,2419,73,213,35688,1588,rep,1787065,384,1.255755546
ID,5/17/20,2421,73,213,36672,1612,rep,1787065,386,0.082678793
ID,5/18/20,2455,74,213,36672,1612,rep,1787065,420,1.404378356
ID,5/19/20,2476,77,213,38069,1649,rep,1787065,441,0.855397149
ID,5/20/20,2506,77,215,38567,1668,rep,1787065,471,1.211631664
ID,5/21/20,2534,77,221,38888,1688,rep,1787065,499,1.117318436
ID,5/22/20,2595,79,223,39595,1720,rep,1787065,560,2.407261247
ID,5/23/20,2626,79,225,40609,1735,rep,1787065,591,1.19460501
ID,5/24/20,2650,79,225,41406,1755,rep,1787065,615,0.913937548
ID,5/25/20,2664,79,225,41406,1755,rep,1787065,629,0.528301887
ID,5/26/20,2699,81,225,41406,1755,rep,1787065,664,1.313813814
ID,5/27/20,2731,82,231,43017,2100,rep,1787065,696,1.185624305
ID,5/28/20,2770,82,234,43875,2185,rep,1787065,735,1.428048334
ID,5/29/20,2804,82,238,44761,2195,rep,1787065,769,1.227436823
ID,5/30/20,2840,82,240,45424,2225,rep,1787065,805,1.283880171
ID,5/31/20,2855,82,242,46697,2248,rep,1787065,820,0.528169014
ID,6/1/20,2908,83,242,46697,2248,rep,1787065,873,1.856392294
ID,6/2/20,2935,83,247,48133,2266,rep,1787065,900,0.928473177
ID,6/3/20,2990,83,251,48942,2282,rep,1787065,955,1.873935264
ID,6/4/20,3054,83,253,49805,2311,rep,1787065,1019,2.140468227
ID,6/5/20,3111,83,255,53624,2362,rep,1787065,1076,1.866404715
ID,6/6/20,3139,83,257,55239,2408,rep,1787065,1104,0.900032144
ID,6/7/20,3153,83,260,56041,2461,rep,1787065,1118,0.446001911
ID,6/8/20,3197,83,260,56041,2461,rep,1787065,1162,1.395496353
ID,6/9/20,3226,85,260,57677,2509,rep,1787065,1191,0.907100407
ID,6/10/20,3262,85,262,59052,2554,rep,1787065,1227,1.115933044
ID,6/11/20,3303,86,262,60115,2628,rep,1787065,1268,1.256897609
ID,6/12/20,3354,87,265,61432,2684,rep,1787065,1319,1.544050863
ID,6/13/20,3399,87,265,62658,2776,rep,1787065,1364,1.341681574
ID,6/14/20,3413,88,266,62980,2837,rep,1787065,1378,0.411885849
ID,6/15/20,3472,89,266,62980,2837,rep,1787065,1437,1.728684442
ID,6/16/20,3543,89,270,65647,2877,rep,1787065,1508,2.044930876
ID,6/17/20,3634,89,275,66784,2921,rep,1787065,1599,2.568444821
ID,6/18/20,3744,90,275,68012,3013,rep,1787065,1709,3.026967529
ID,6/19/20,3871,90,278,69545,3088,rep,1787065,1836,3.392094017
ID,6/20/20,4006,90,279,71196,3183,rep,1787065,1971,3.487470938
ID,6/21/20,4025,90,283,72968,3305,rep,1787065,1990,0.474288567
ID,6/22/20,4267,90,283,72968,3305,rep,1787065,2232,6.01242236
ID,6/23/20,4412,90,293,76164,3405,rep,1787065,2377,3.398172018
ID,6/24/20,4650,91,298,77835,3484,rep,1787065,2615,5.394378966
ID,6/25/20,4869,91,300,80539,3610,rep,1787065,2834,4.709677419
ID,6/26/20,5149,91,303,82370,3712,rep,1787065,3114,5.750667488
ID,6/27/20,5319,92,309,84056,3827,rep,1787065,3284,3.301611963
ID,6/28/20,5543,91,312,86345,3898,rep,1787065,3508,4.211317917
ID,6/29/20,5770,91,312,86345,3898,rep,1787065,3735,4.095255277
ID,6/30/20,6124,92,322,89303,4073,rep,1787065,4089,6.135181976
ID,7/1/20,6379,92,330,91040,4233,rep,1787065,4344,4.163945134
ID,7/2/20,6688,93,340,95121,4393,rep,1787065,4653,4.844019439
ID,7/3/20,7034,94,350,98709,2801,rep,1787065,4999,5.173444976
ID,7/4/20,7431,94,355,101067,2831,rep,1787065,5396,5.644014785
ID,7/5/20,7799,94,359,104266,2858,rep,1787065,5764,4.952227157
ID,7/6/20,8222,94,369,106465,2886,rep,1787065,6187,5.423772278
ID,7/7/20,8582,94,387,108541,2907,rep,1787065,6547,4.378496716
ID,7/8/20,9004,98,396,111331,2932,rep,1787065,6969,4.917268702
ID,7/9/20,9598,101,411,114620,2978,rep,1787065,7563,6.59706797
ID,7/10/20,10073,101,432,118078,3022,rep,1787065,8038,4.948947697
ID,7/11/20,10584,102,449,122349,3066,rep,1787065,8549,5.072967338
ID,7/12/20,10971,102,468,125261,3114,rep,1787065,8936,3.656462585
ID,7/13/20,11531,102,477,127132,3179,rep,1787065,9496,5.104366056
ID,7/14/20,11962,103,500,130284,3262,rep,1787065,9927,3.737750412
ID,7/15/20,12599,111,510,133914,3360,rep,1787065,10564,5.325196455
ID,7/16/20,13261,114,526,136863,3513,rep,1787065,11226,5.254385269
ID,7/17/20,13879,119,554,140319,3676,rep,1787065,11844,4.66028203
ID,7/18/20,14433,120,570,142505,3827,rep,1787065,12398,3.991642049
IL,5/1/20,56055,2464,,284688,,dem,12671821,0,
IL,5/2/20,58505,2576,,299896,,dem,12671821,2450,4.370707341
IL,5/3/20,61499,2632,,319313,,dem,12671821,5444,5.117511324
IL,5/4/20,63840,2673,,333147,,dem,12671821,7785,3.80656596
IL,5/5/20,65889,2843,,346286,,dem,12671821,9834,3.209586466
IL,5/6/20,68164,2977,,361260,,dem,12671821,12109,3.452776639
IL,5/7/20,70802,3139,,379043,,dem,12671821,14747,3.870078047
IL,5/8/20,73688,3262,,399714,,dem,12671821,17633,4.076156041
IL,5/9/20,76008,3362,,416331,,dem,12671821,19953,3.14840951
IL,5/10/20,77662,3426,,429984,,dem,12671821,21607,2.176086728
IL,5/11/20,79123,3480,,442425,,dem,12671821,23068,1.881228915
IL,5/12/20,83168,3617,,471691,,dem,12671821,27113,5.112293518
IL,5/13/20,84874,3815,,489359,,dem,12671821,28819,2.051269719
IL,5/14/20,88081,3945,,512037,,dem,12671821,32026,3.77854231
IL,5/15/20,90528,4075,,538602,,dem,12671821,34473,2.778124681
IL,5/16/20,92669,4149,,561649,,dem,12671821,36614,2.365014139
IL,5/17/20,94360,4198,,581944,,dem,12671821,38305,1.824774196
IL,5/18/20,96778,4257,,603241,,dem,12671821,40723,2.562526494
IL,5/19/20,98298,4399,,621684,,dem,12671821,42243,1.57060489
IL,5/20/20,100713,4547,,642713,,dem,12671821,44658,2.456814991
IL,5/21/20,102995,4634,,672020,,dem,12671821,46940,2.265844529
IL,5/22/20,105710,4740,,697133,,dem,12671821,49655,2.636050294
IL,5/23/20,108100,4817,,722247,,dem,12671821,52045,2.260902469
IL,5/24/20,110541,4884,,747921,,dem,12671821,54486,2.258094357
IL,5/25/20,112248,4912,,769564,,dem,12671821,56193,1.54422341
IL,5/26/20,113486,4960,,786794,,dem,12671821,57431,1.102914974
IL,5/27/20,114612,5118,,803973,,dem,12671821,58557,0.99219287
IL,5/28/20,116128,5225,,829966,,dem,12671821,60073,1.322723624
IL,5/29/20,117794,5308,,851762,,dem,12671821,61739,1.434623863
IL,5/30/20,119290,5368,,877105,,dem,12671821,63235,1.270013753
IL,5/31/20,120588,5426,,898259,,dem,12671821,64533,1.088104619
IL,6/1/20,121666,5458,,918273,,dem,12671821,65611,0.893952964
IL,6/2/20,123244,5567,,934704,,dem,12671821,67189,1.296993408
IL,6/3/20,124279,5665,,959175,,dem,12671821,68224,0.839797475
IL,6/4/20,125149,5772,,982016,,dem,12671821,69094,0.700037818
IL,6/5/20,126317,5834,,1000919,,dem,12671821,70262,0.933287521
IL,6/6/20,127251,5898,,1022074,,dem,12671821,71196,0.739409581
IL,6/7/20,128070,5939,,1042774,,dem,12671821,72015,0.643609873
IL,6/8/20,129543,6142,,1059597,,dem,12671821,73488,1.15015226
IL,6/9/20,130321,6237,,1079906,,dem,12671821,74266,0.600572783
IL,6/10/20,130889,6302,,1100726,,dem,12671821,74834,0.43584687
IL,6/11/20,131731,6388,,1123051,,dem,12671821,75676,0.643293172
IL,6/12/20,132489,6469,,1147962,,dem,12671821,76434,0.57541505
IL,6/13/20,133117,6491,,1169806,,dem,12671821,77062,0.474001615
IL,6/14/20,133719,6512,,1191846,,dem,12671821,77664,0.452233749
IL,6/15/20,134247,6543,,1210473,,dem,12671821,78192,0.394857874
IL,6/16/20,134866,6608,,1229202,,dem,12671821,78811,0.461090378
IL,6/17/20,135416,6687,,1259189,,dem,12671821,79361,0.407812199
IL,6/18/20,136081,6737,,1284693,,dem,12671821,80026,0.491079341
IL,6/19/20,136917,6801,,1312003,,dem,12671821,80862,0.614339989
IL,6/20/20,137535,6846,,1337968,,dem,12671821,81480,0.451368347
IL,6/21/20,138154,6865,,1361784,,dem,12671821,82099,0.450067256
IL,6/22/20,138615,6889,,1380003,,dem,12671821,82560,0.333685597
IL,6/23/20,139282,6925,,1400510,,dem,12671821,83227,0.481188905
IL,6/24/20,140025,6986,,1429841,,dem,12671821,83970,0.533450123
IL,6/25/20,140935,7024,,1461527,,dem,12671821,84880,0.649883949
IL,6/26/20,141812,7059,,1492005,,dem,12671821,85757,0.622272679
IL,6/27/20,142536,7083,,1522242,,dem,12671821,86481,0.510535075
IL,6/28/20,143117,7098,,1546031,,dem,12671821,87062,0.407616321
IL,6/29/20,143885,7115,,1572949,,dem,12671821,87830,0.536623881
IL,6/30/20,144661,7136,,1604018,,dem,12671821,88606,0.539319596
IL,7/1/20,145541,7160,,1637108,,dem,12671821,89486,0.608318759
IL,7/2/20,146407,7197,,1667370,,dem,12671821,90352,0.595021334
IL,7/3/20,147293,7222,,1701757,,dem,12671821,91238,0.605162321
IL,7/4/20,148151,7234,,1735593,,dem,12671821,92096,0.582512407
IL,7/5/20,148730,7241,,1762828,,dem,12671821,92675,0.390817477
IL,7/6/20,149428,7250,,1783962,,dem,12671821,93373,0.469306798
IL,7/7/20,150110,7281,,1810956,,dem,12671821,94055,0.456407099
IL,7/8/20,151055,7315,,1843698,,dem,12671821,95000,0.629538339
IL,7/9/20,152188,7333,,1879878,,dem,12671821,96133,0.750057926
IL,7/10/20,153406,7349,,1912875,,dem,12671821,97351,0.800325913
IL,7/11/20,154530,7372,,1945220,,dem,12671821,98475,0.732696244
IL,7/12/20,155355,7391,,1984114,,dem,12671821,99300,0.533876917
IL,7/13/20,156288,7398,,2014126,,dem,12671821,100233,0.600560008
IL,7/14/20,157055,7425,,2042572,,dem,12671821,101000,0.490760647
IL,7/15/20,158451,7435,,2080733,,dem,12671821,102396,0.88886059
IL,7/16/20,159605,7457,,2123739,,dem,12671821,103550,0.728300863
IL,7/17/20,160903,7468,,2167474,,dem,12671821,104848,0.81325773
IL,7/18/20,162055,7486,,2213573,,dem,12671821,106000,0.715959305
IN,5/1/20,18941,1175,,,99639,rep,6732219,0,
IN,5/2/20,19629,1229,,,104141,rep,6732219,688,3.632331978
IN,5/3/20,20267,1246,,,108859,rep,6732219,1326,3.250292934
IN,5/4/20,20855,1264,,,113297,rep,6732219,1914,2.901268071
IN,5/5/20,21423,1326,,,115834,rep,6732219,2482,2.72356749
IN,5/6/20,22286,1377,,,120496,rep,6732219,3345,4.028380712
IN,5/7/20,22942,1414,,,124782,rep,6732219,4001,2.943552006
IN,5/8/20,23620,1447,4389,,130128,rep,6732219,4679,2.955278528
IN,5/9/20,24239,1490,4389,,135686,rep,6732219,5298,2.620660457
IN,5/10/20,24633,1508,4389,,140029,rep,6732219,5692,1.625479599
IN,5/11/20,25134,1540,4389,,146688,rep,6732219,6193,2.033857021
IN,5/12/20,25676,1578,4389,,150510,rep,6732219,6735,2.156441474
IN,5/13/20,26044,1619,4389,,154083,rep,6732219,7103,1.433245054
IN,5/14/20,26627,1646,4389,,160239,rep,6732219,7686,2.238519429
IN,5/15/20,27281,1691,4389,,165448,rep,6732219,8340,2.456153528
IN,5/16/20,27919,1741,4389,,171358,rep,6732219,8978,2.338623951
IN,5/17/20,28419,1751,4389,,177243,rep,6732219,9478,1.790895089
IN,5/18/20,28897,1765,4389,,183912,rep,6732219,9956,1.681973328
IN,5/19/20,29402,1824,4389,,189330,rep,6732219,10461,1.747586255
IN,5/20/20,29986,1864,4389,,195738,rep,6732219,11045,1.986259438
IN,5/21/20,30673,1913,4389,,202995,rep,6732219,11732,2.291069166
IN,5/22/20,31165,1941,5285,,208561,rep,6732219,12224,1.604016562
IN,5/23/20,31674,1964,5285,,214933,rep,6732219,12733,1.633242419
IN,5/24/20,32151,1976,5285,,220801,rep,6732219,13210,1.505967039
IN,5/25/20,32489,1984,5285,,226251,rep,6732219,13548,1.051289229
IN,5/26/20,32856,2004,5285,,230749,rep,6732219,13915,1.1296131
IN,5/27/20,33242,2030,5285,,235333,rep,6732219,14301,1.174823472
IN,5/28/20,33885,2068,5285,,242287,rep,6732219,14944,1.934299982
IN,5/29/20,34399,2110,5285,,248713,rep,6732219,15458,1.516895381
IN,5/30/20,35064,2125,5285,,256395,rep,6732219,16123,1.933195732
IN,5/31/20,35429,2134,5285,21704,261546,rep,6732219,16488,1.040953685
