state,date,cases,deaths,hospitalized,tests,recovered,party,population,change_cases,pct_change
AL,5/1/20,7294,279,1008,91933,,rep,4903185,0,
AL,5/2/20,7611,288,1023,92209,,rep,4903185,317,4.346037839
AL,5/3/20,7888,290,1035,92500,,rep,4903185,594,3.639469189
AL,5/4/20,8112,298,1064,103117,,rep,4903185,818,2.839756592
AL,5/5/20,8437,315,1107,106766,,rep,4903185,1143,4.006410256
AL,5/6/20,8691,343,1158,109516,,rep,4903185,1397,3.010548773
AL,5/7/20,9046,369,1178,115173,,rep,4903185,1752,4.084685307
AL,5/8/20,9385,383,1207,120114,,rep,4903185,2091,3.747512713
AL,5/9/20,9668,390,1228,125494,,rep,4903185,2374,3.015450186
AL,5/10/20,9889,393,1240,127421,,rep,4903185,2595,2.285891601
AL,5/11/20,10164,403,1256,129444,,rep,4903185,2870,2.780867631
AL,5/12/20,10464,435,1287,133218,,rep,4903185,3170,2.951593861
AL,5/13/20,10700,450,1317,136372,,rep,4903185,3406,2.255351682
AL,5/14/20,11101,473,1350,141985,,rep,4903185,3807,3.747663551
AL,5/15/20,11373,483,1377,146063,,rep,4903185,4079,2.450229709
AL,5/16/20,11674,485,1387,153494,,rep,4903185,4380,2.646619186
AL,5/17/20,11771,488,1392,156350,,rep,4903185,4477,0.830906287
AL,5/18/20,12086,489,1416,157123,,rep,4903185,4792,2.676068303
AL,5/19/20,12376,504,1453,157566,,rep,4903185,5082,2.399470462
AL,5/20/20,13052,522,1493,164450,,rep,4903185,5758,5.462184874
AL,5/21/20,13414,529,1528,170739,,rep,4903185,6120,2.773521299
AL,5/22/20,13670,541,1561,177768,7951,rep,4903185,6376,1.908453854
AL,5/23/20,14149,549,1589,182676,7951,rep,4903185,6855,3.504023409
AL,5/24/20,14478,551,1612,185799,7951,rep,4903185,7184,2.325252668
AL,5/25/20,14986,566,1629,190315,7951,rep,4903185,7692,3.50877193
AL,5/26/20,15650,580,1671,193759,7951,rep,4903185,8356,4.430802082
AL,5/27/20,16032,583,1719,195794,7951,rep,4903185,8738,2.440894569
AL,5/28/20,16530,591,1765,200481,9355,rep,4903185,9236,3.106287425
AL,5/29/20,17031,610,1800,208883,9355,rep,4903185,9737,3.030852995
AL,5/30/20,17359,618,1826,212201,9355,rep,4903185,10065,1.92589983
AL,5/31/20,17952,630,1844,217553,9355,rep,4903185,10658,3.416095397
AL,6/1/20,18534,646,1856,223523,9355,rep,4903185,11240,3.24197861
AL,6/2/20,18771,653,1879,223802,9355,rep,4903185,11477,1.278730981
AL,6/3/20,18851,653,1900,231594,11395,rep,4903185,11557,0.426189335
AL,6/4/20,19072,653,1929,235299,11395,rep,4903185,11778,1.172351599
AL,6/5/20,19387,676,1949,239473,11395,rep,4903185,12093,1.651635906
AL,6/6/20,20043,689,1993,245644,11395,rep,4903185,12749,3.383710734
AL,6/7/20,20500,692,2022,259566,11395,rep,4903185,13206,2.28009779
AL,6/8/20,20925,718,2054,259991,11395,rep,4903185,13631,2.073170732
AL,6/9/20,21422,729,2087,267739,11395,rep,4903185,14128,2.375149343
AL,6/10/20,21989,744,2129,273057,13508,rep,4903185,14695,2.646811689
AL,6/11/20,22845,755,2165,278826,13508,rep,4903185,15551,3.892855519
AL,6/12/20,23710,769,2202,286385,13508,rep,4903185,16416,3.786386518
AL,6/13/20,24601,773,2241,293252,13508,rep,4903185,17307,3.757908056
AL,6/14/20,25615,773,2255,297455,13508,rep,4903185,18321,4.121783667
AL,6/15/20,26272,774,2259,302674,13508,rep,4903185,18978,2.564903377
AL,6/16/20,26912,785,2315,305424,13508,rep,4903185,19618,2.436053593
AL,6/17/20,27312,790,2352,310723,15974,rep,4903185,20018,1.486325803
AL,6/18/20,28206,810,2373,322534,15974,rep,4903185,20912,3.273286467
AL,6/19/20,29002,822,2416,331325,15974,rep,4903185,21708,2.82209459
AL,6/20/20,29549,838,2443,339523,15974,rep,4903185,22255,1.886076822
AL,6/21/20,30021,839,2460,344678,15974,rep,4903185,22727,1.59734678
AL,6/22/20,30454,841,2471,349110,15974,rep,4903185,23160,1.442323707
AL,6/23/20,31097,864,2521,354038,15974,rep,4903185,23803,2.111381099
AL,6/24/20,32064,891,2567,358759,18866,rep,4903185,24770,3.109624723
AL,6/25/20,33206,896,2612,369458,18866,rep,4903185,25912,3.561626747
AL,6/26/20,34183,907,2653,378323,18866,rep,4903185,26889,2.942239354
AL,6/27/20,35083,919,2697,384026,18866,rep,4903185,27789,2.632887693
AL,6/28/20,35441,919,2703,386280,18866,rep,4903185,28147,1.020437249
AL,6/29/20,37175,929,2725,393293,18866,rep,4903185,29881,4.89263847
AL,6/30/20,38045,950,2769,406652,18866,rep,4903185,30751,2.340282448
AL,7/1/20,38962,972,2803,413953,18866,rep,4903185,31668,2.410303588
AL,7/2/20,40111,985,2835,419728,22082,rep,4903185,32817,2.949027257
AL,7/3/20,41865,1006,2883,430631,22082,rep,4903185,34571,4.372865299
AL,7/4/20,42862,1007,2906,442088,22082,rep,4903185,35568,2.38146423
AL,7/5/20,43953,1007,2909,449886,22082,rep,4903185,36659,2.54537819
AL,7/6/20,44878,1007,2914,455095,22082,rep,4903185,37584,2.104520738
AL,7/7/20,45785,1033,2961,461364,22082,rep,4903185,38491,2.021034805
AL,7/8/20,46962,1058,3006,468292,22082,rep,4903185,39668,2.570710932
AL,7/9/20,49174,1068,3039,470504,25783,rep,4903185,41880,4.710191218
AL,7/10/20,50508,1104,3089,492216,25783,rep,4903185,43214,2.712815716
AL,7/11/20,51947,1114,6745,502020,25783,rep,4903185,44653,2.849053615
AL,7/12/20,53587,1121,6745,511506,25783,rep,4903185,46293,3.157063931
AL,7/13/20,55545,1124,6745,519604,25783,rep,4903185,48251,3.653871275
AL,7/14/20,57255,1164,7123,529089,25783,rep,4903185,49961,3.078584931
AL,7/15/20,59067,1211,7291,541049,29736,rep,4903185,51773,3.164789101
AL,7/16/20,61088,1230,7584,551109,29736,rep,4903185,53794,3.421538253
AL,7/17/20,63091,1265,7584,563115,29736,rep,4903185,55797,3.278876375
AL,7/18/20,65234,1286,7782,574495,29736,rep,4903185,57940,3.396680985
AK,5/1/20,362,7,,20325,254,rep,731545,0,
AK,5/2/20,363,7,,21399,261,rep,731545,1,0.276243094
AK,5/3/20,366,7,,21578,262,rep,731545,4,0.826446281
AK,5/4/20,368,7,,21723,263,rep,731545,6,0.546448087
AK,5/5/20,369,7,,22692,277,rep,731545,7,0.27173913
AK,5/6/20,370,8,,23655,284,rep,731545,8,0.27100271
AK,5/7/20,373,8,,24341,291,rep,731545,11,0.810810811
AK,5/8/20,376,8,,25473,305,rep,731545,14,0.804289544
AK,5/9/20,377,8,,26449,318,rep,731545,15,0.265957447
AK,5/10/20,378,8,,27364,324,rep,731545,16,0.265251989
AK,5/11/20,380,8,,28680,328,rep,731545,18,0.529100529
AK,5/12/20,383,8,,29961,334,rep,731545,21,0.789473684
AK,5/13/20,383,8,,30649,338,rep,731545,21,0
AK,5/14/20,387,8,,31762,339,rep,731545,25,1.044386423
AK,5/15/20,388,8,,32418,343,rep,731545,26,0.258397933
AK,5/16/20,392,8,,33281,344,rep,731545,30,1.030927835
AK,5/17/20,396,8,,34651,344,rep,731545,34,1.020408163
AK,5/18/20,399,8,,35611,345,rep,731545,37,0.757575758
AK,5/19/20,399,8,,36380,348,rep,731545,37,0
AK,5/20/20,402,8,,37045,352,rep,731545,40,0.751879699
AK,5/21/20,402,8,,39545,356,rep,731545,40,0
AK,5/22/20,404,8,,41446,356,rep,731545,42,0.497512438
AK,5/23/20,409,8,,42351,358,rep,731545,47,1.237623762
AK,5/24/20,409,8,,43507,358,rep,731545,47,0
AK,5/25/20,412,8,,44472,361,rep,731545,50,0.733496333
AK,5/26/20,416,8,,44964,362,rep,731545,54,0.970873786
AK,5/27/20,417,8,,46363,364,rep,731545,55,0.240384615
AK,5/28/20,430,8,,47970,366,rep,731545,68,3.117505995
AK,5/29/20,436,8,,49439,367,rep,731545,74,1.395348837
AK,5/30/20,441,8,,51695,368,rep,731545,79,1.146788991
AK,5/31/20,469,8,,51695,368,rep,731545,107,6.349206349
AK,6/1/20,476,8,,54190,368,rep,731545,114,1.492537313
AK,6/2/20,497,8,,56203,371,rep,731545,135,4.411764706
AK,6/3/20,516,8,,58182,373,rep,731545,154,3.822937626
AK,6/4/20,542,8,,60097,376,rep,731545,180,5.03875969
AK,6/5/20,565,8,,60990,380,rep,731545,203,4.243542435
AK,6/6/20,579,8,48,63901,382,rep,731545,217,2.477876106
AK,6/7/20,588,8,,64904,382,rep,731545,226,1.554404145
AK,6/8/20,607,8,,65912,384,rep,731545,245,3.231292517
AK,6/9/20,620,9,,66890,389,rep,731545,258,2.141680395
AK,6/10/20,642,9,,67720,392,rep,731545,280,3.548387097
AK,6/11/20,666,9,,69011,397,rep,731545,304,3.738317757
AK,6/12/20,688,10,,70880,403,rep,731545,326,3.303303303
AK,6/13/20,722,10,,71803,405,rep,731545,360,4.941860465
AK,6/14/20,734,10,,73467,411,rep,731545,372,1.662049861
AK,6/15/20,738,10,,74437,417,rep,731545,376,0.544959128
AK,6/16/20,751,10,,76215,429,rep,731545,389,1.761517615
AK,6/17/20,776,10,,77709,438,rep,731545,414,3.328894807
AK,6/18/20,795,10,,81185,449,rep,731545,433,2.448453608
AK,6/19/20,821,10,,83631,457,rep,731545,459,3.270440252
AK,6/20/20,845,10,,86918,464,rep,731545,483,2.923264312
AK,6/21/20,859,10,,88051,475,rep,731545,497,1.656804734
AK,6/22/20,869,10,,90824,491,rep,731545,507,1.164144354
AK,6/23/20,905,10,,92947,502,rep,731545,543,4.14269275
AK,6/24/20,926,10,,96096,507,rep,731545,564,2.320441989
AK,6/25/20,971,10,,99452,513,rep,731545,609,4.859611231
AK,6/26/20,1001,12,,101792,519,rep,731545,639,3.089598352
AK,6/27/20,1027,12,,105581,521,rep,731545,665,2.597402597
AK,6/28/20,1060,12,,108300,521,rep,731545,698,3.213242454
AK,6/29/20,1085,12,,108709,525,rep,731545,723,2.358490566
AK,6/30/20,1132,12,,112185,526,rep,731545,770,4.331797235
AK,7/1/20,1174,12,,114400,528,rep,731545,812,3.71024735
AK,7/2/20,1224,12,,115909,535,rep,731545,862,4.258943782
AK,7/3/20,1284,13,,120208,539,rep,731545,922,4.901960784
AK,7/4/20,1339,14,,122732,544,rep,731545,977,4.283489097
AK,7/5/20,1371,14,,123753,548,rep,731545,1009,2.389843167
AK,7/6/20,1401,14,,123753,548,rep,731545,1039,2.188183807
AK,7/7/20,1423,15,,131420,560,rep,731545,1061,1.570306924
AK,7/8/20,1472,15,,133401,563,rep,731545,1110,3.443429375
AK,7/9/20,1521,15,,135744,571,rep,731545,1159,3.328804348
AK,7/10/20,1579,15,,141931,588,rep,731545,1217,3.813280736
AK,7/11/20,1656,15,,143376,598,rep,731545,1294,4.876504117
AK,7/12/20,1772,15,,145475,615,rep,731545,1410,7.004830918
AK,7/13/20,1843,15,,146590,620,rep,731545,1481,4.006772009
AK,7/14/20,1897,15,,149473,642,rep,731545,1535,2.930005426
AK,7/15/20,1958,15,,156093,669,rep,731545,1596,3.215603585
AK,7/16/20,2034,15,,163022,688,rep,731545,1672,3.881511747
AK,7/17/20,2083,15,,165414,697,rep,731545,1721,2.409046214
AK,7/18/20,2157,16,,168363,708,rep,731545,1795,3.552568411
AZ,5/1/20,7962,330,1986,74879,1528,rep,7278717,0,
AZ,5/2/20,8364,353,2033,77997,1565,rep,7278717,402,5.048982668
AZ,5/3/20,8640,362,2089,81119,1597,rep,7278717,678,3.299856528
AZ,5/4/20,8919,362,2135,85253,1632,rep,7278717,957,3.229166667
AZ,5/5/20,9305,395,2192,88260,1671,rep,7278717,1343,4.327839444
AZ,5/6/20,9707,426,2244,91737,1693,rep,7278717,1745,4.320257926
AZ,5/7/20,9945,450,2292,96434,1722,rep,7278717,1983,2.451838879
AZ,5/8/20,10526,517,2350,101125,1747,rep,7278717,2564,5.842131724
AZ,5/9/20,10960,532,2386,105810,2684,rep,7278717,2998,4.123123694
AZ,5/10/20,11119,536,2421,110377,2775,rep,7278717,3157,1.450729927
AZ,5/11/20,11380,542,2462,116464,2852,rep,7278717,3418,2.347333393
AZ,5/12/20,11736,562,2504,122842,2909,rep,7278717,3774,3.128295255
AZ,5/13/20,12176,594,2543,127750,2979,rep,7278717,4214,3.749147921
AZ,5/14/20,12674,624,2595,134338,3074,rep,7278717,4712,4.090013141
AZ,5/15/20,13169,651,2636,142001,3145,rep,7278717,5207,3.905633581
AZ,5/16/20,13631,679,2673,146788,3357,rep,7278717,5669,3.508239046
AZ,5/17/20,13937,680,2703,151761,3450,rep,7278717,5975,2.244882987
AZ,5/18/20,14170,686,2757,156473,3570,rep,7278717,6208,1.671808854
AZ,5/19/20,14566,704,2800,161571,3693,rep,7278717,6604,2.794636556
AZ,5/20/20,14897,747,2836,165435,3773,rep,7278717,6935,2.272415214
AZ,5/21/20,15315,763,2885,171627,3872,rep,7278717,7353,2.805934081
AZ,5/22/20,15608,775,2943,176003,3949,rep,7278717,7646,1.913157036
AZ,5/23/20,16040,799,2984,180439,4033,rep,7278717,8078,2.767811379
AZ,5/24/20,16339,800,3026,183641,4132,rep,7278717,8377,1.864089776
AZ,5/25/20,16561,806,3077,187782,4204,rep,7278717,8599,1.358712283
AZ,5/26/20,16783,807,3122,190731,4297,rep,7278717,8821,1.340498762
AZ,5/27/20,17262,831,3172,196266,4361,rep,7278717,9300,2.854078532
AZ,5/28/20,17763,857,3223,202914,4452,rep,7278717,9801,2.902328815
AZ,5/29/20,18465,885,3281,209813,4551,rep,7278717,10503,3.952035129
AZ,5/30/20,19255,903,3334,217047,4657,rep,7278717,11293,4.278364473
AZ,5/31/20,19936,906,3379,225206,4761,rep,7278717,11974,3.536743703
AZ,6/1/20,20123,918,3445,228070,4869,rep,7278717,12161,0.938001605
AZ,6/2/20,21250,943,3520,237833,4967,rep,7278717,13288,5.600556577
AZ,6/3/20,22245,983,3589,244525,5076,rep,7278717,14283,4.682352941
AZ,6/4/20,22818,1000,3642,249755,5172,rep,7278717,14856,2.575859744
AZ,6/5/20,24369,1016,3712,263865,5298,rep,7278717,16407,6.797265317
AZ,6/6/20,25517,1046,3777,271646,5399,rep,7278717,17555,4.710903197
AZ,6/7/20,26924,1048,3847,281621,5517,rep,7278717,18962,5.513971078
AZ,6/8/20,27761,1052,3911,288081,5639,rep,7278717,19799,3.108750557
AZ,6/9/20,28396,1074,3959,293213,5764,rep,7278717,20434,2.287381578
AZ,6/10/20,29981,1100,4000,299687,5851,rep,7278717,22019,5.581772081
AZ,6/11/20,31525,1130,4041,309582,5980,rep,7278717,23563,5.149928288
AZ,6/12/20,33167,1157,4079,322779,5980,rep,7278717,25205,5.208564631
AZ,6/13/20,34773,1190,4115,328397,6209,rep,7278717,26811,4.84216239
AZ,6/14/20,35953,1194,4148,338045,6333,rep,7278717,27991,3.393437437
AZ,6/15/20,37005,1204,4182,345257,6462,rep,7278717,29043,2.926042333
AZ,6/16/20,39298,1228,4209,354334,6598,rep,7278717,31336,6.196459938
AZ,6/17/20,41159,1252,4224,366193,6715,rep,7278717,33197,4.735609955
AZ,6/18/20,43731,1287,4241,379732,6863,rep,7278717,35769,6.248937049
AZ,6/19/20,46914,1322,4246,392216,7018,rep,7278717,38952,7.278589559
AZ,6/20/20,50198,1347,4252,405280,7196,rep,7278717,42236,7.000042631
AZ,6/21/20,52666,1350,4255,419744,7387,rep,7278717,44704,4.916530539
AZ,6/22/20,54767,1354,4255,429790,7581,rep,7278717,46805,3.989291004
AZ,6/23/20,58397,1398,4255,440518,7746,rep,7278717,50435,6.628078953
AZ,6/24/20,60207,1467,4313,449188,7936,rep,7278717,52245,3.099474288
AZ,6/25/20,63297,1495,4406,464196,8139,rep,7278717,55335,5.132293587
AZ,6/26/20,66676,1537,4514,479823,8389,rep,7278717,58714,5.338325671
AZ,6/27/20,70152,1581,4595,494747,8659,rep,7278717,62190,5.213270142
AZ,6/28/20,73961,1594,4617,509896,8926,rep,7278717,65999,5.429638499
AZ,6/29/20,74602,1598,4634,511423,9179,rep,7278717,66640,0.866672976
AZ,6/30/20,79399,1645,4736,532356,9411,rep,7278717,71437,6.430122517
AZ,7/1/20,84152,1726,4837,549596,9715,rep,7278717,76190,5.986221489
AZ,7/2/20,87495,1766,4916,560839,10137,rep,7278717,79533,3.972573439
AZ,7/3/20,91894,1802,5018,578381,10478,rep,7278717,83932,5.027715869
AZ,7/4/20,94616,1821,5068,589508,10903,rep,7278717,86654,2.962108516
AZ,7/5/20,98126,1829,5161,604362,11361,rep,7278717,90164,3.709731969
AZ,7/6/20,101542,1832,5188,617841,11836,rep,7278717,93580,3.481238408
AZ,7/7/20,105159,1933,5272,628797,12260,rep,7278717,97197,3.562072837
AZ,7/8/20,108710,1973,5387,641070,12803,rep,7278717,100748,3.376791335
AZ,7/9/20,112783,2047,5526,653061,13341,rep,7278717,104821,3.74666544
AZ,7/10/20,116947,2093,5659,669211,13853,rep,7278717,108985,3.692045787
AZ,7/11/20,119991,2158,5750,683990,14394,rep,7278717,112029,2.602888488
AZ,7/12/20,122479,2239,5795,696172,14829,rep,7278717,114517,2.073488845
AZ,7/13/20,123917,2250,5839,702426,15254,rep,7278717,115955,1.174078822
AZ,7/14/20,128126,2341,5942,721943,15678,rep,7278717,120164,3.396628388
AZ,7/15/20,131411,2442,6103,735962,16155,rep,7278717,123449,2.563882428
AZ,7/16/20,134730,2506,6296,749266,16684,rep,7278717,126768,2.525663757
AZ,7/17/20,138575,2597,6402,764968,17184,rep,7278717,130613,2.85385586
AZ,7/18/20,141333,2733,6567,771991,17661,rep,7278717,133371,1.990257983
AR,5/1/20,3310,64,414,49676,1973,rep,3017804,0,
AR,5/2/20,3372,72,414,51582,1987,rep,3017804,62,1.873111782
AR,5/3/20,3431,76,427,52890,1999,rep,3017804,121,1.74970344
AR,5/4/20,3469,80,438,54442,2016,rep,3017804,159,1.10754882
AR,5/5/20,3525,83,453,54635,2041,rep,3017804,215,1.614298069
AR,5/6/20,3611,87,453,59003,2109,rep,3017804,301,2.439716312
AR,5/7/20,3694,88,462,59995,2123,rep,3017804,384,2.298532263
AR,5/8/20,3747,88,466,63994,2159,rep,3017804,437,1.434759069
AR,5/9/20,3747,88,471,65528,2968,rep,3017804,437,0
AR,5/10/20,4012,91,471,65528,2968,rep,3017804,702,7.072324526
AR,5/11/20,4043,94,480,69030,3149,rep,3017804,733,0.772681954
AR,5/12/20,4164,95,485,70444,3220,rep,3017804,854,2.992827109
AR,5/13/20,4236,97,497,73215,3220,rep,3017804,926,1.729106628
AR,5/14/20,4366,98,509,75818,3277,rep,3017804,1056,3.068932956
AR,5/15/20,4463,98,520,81529,3390,rep,3017804,1153,2.221713239
AR,5/16/20,4578,98,520,81644,3472,rep,3017804,1268,2.576742102
AR,5/17/20,4759,98,520,85185,3590,rep,3017804,1449,3.953691568
AR,5/18/20,4813,100,530,85239,3645,rep,3017804,1503,1.134692162
AR,5/19/20,4923,102,535,93701,3739,rep,3017804,1613,2.285476834
AR,5/20/20,5003,107,535,96258,3852,rep,3017804,1693,1.625025391
AR,5/21/20,5458,110,535,99276,3915,rep,3017804,2148,9.094543274
AR,5/22/20,5612,113,584,103047,4029,rep,3017804,2302,2.821546354
AR,5/23/20,5775,115,590,103047,4029,rep,3017804,2465,2.904490378
AR,5/24/20,5922,116,598,108581,4148,rep,3017804,2612,2.545454545
AR,5/25/20,6029,117,605,111622,4249,rep,3017804,2719,1.80682202
AR,5/26/20,6180,119,617,111773,4332,rep,3017804,2870,2.504561287
AR,5/27/20,6277,120,627,115596,4424,rep,3017804,2967,1.569579288
AR,5/28/20,6538,125,640,118902,4583,rep,3017804,3228,4.158037279
AR,5/29/20,6777,132,667,119768,4583,rep,3017804,3467,3.655552157
AR,5/30/20,7013,133,702,126497,5166,rep,3017804,3703,3.482366829
AR,5/31/20,7253,133,711,129515,5275,rep,3017804,3943,3.422215885
AR,6/1/20,7443,133,711,133236,5401,rep,3017804,4133,2.61960568
AR,6/2/20,7818,136,718,133236,5401,rep,3017804,4508,5.038291012
AR,6/3/20,8067,142,731,142480,5717,rep,3017804,4757,3.18495779
AR,6/4/20,8425,151,757,142480,5717,rep,3017804,5115,4.437833147
AR,6/5/20,8651,152,792,147611,5919,rep,3017804,5341,2.682492582
AR,6/6/20,9101,154,838,156757,6266,rep,3017804,5791,5.201710785
AR,6/7/20,9426,154,844,160273,6424,rep,3017804,6116,3.57103615
AR,6/8/20,9740,155,844,160587,6424,rep,3017804,6430,3.331211543
AR,6/9/20,10080,161,865,165781,6875,rep,3017804,6770,3.490759754
AR,6/10/20,10368,165,901,176217,7116,rep,3017804,7058,2.857142857
AR,6/11/20,10816,171,925,176665,7351,rep,3017804,7506,4.320987654
AR,6/12/20,11547,176,961,181122,7607,rep,3017804,8237,6.758505917
AR,6/13/20,12095,177,979,187017,7607,rep,3017804,8785,4.745821425
AR,6/14/20,12501,179,998,196989,8110,rep,3017804,9191,3.356758991
AR,6/15/20,12917,182,1003,204138,8352,rep,3017804,9607,3.327733781
AR,6/16/20,13191,188,1026,205566,8352,rep,3017804,9881,2.121235581
AR,6/17/20,13606,197,1052,220699,8996,rep,3017804,10296,3.146084452
AR,6/18/20,13928,208,1074,228434,9376,rep,3017804,10618,2.366602969
AR,6/19/20,14631,214,1100,234772,9712,rep,3017804,11321,5.047386559
AR,6/20/20,15142,224,1100,242234,10082,rep,3017804,11832,3.492584239
AR,6/21/20,15561,225,1152,242234,10082,rep,3017804,12251,2.767137763
AR,6/22/20,16083,227,1164,256339,10793,rep,3017804,12773,3.354540197
AR,6/23/20,16678,237,1188,264492,11220,rep,3017804,13368,3.69955854
AR,6/24/20,17375,240,1214,271866,11568,rep,3017804,14065,4.179158172
AR,6/25/20,18062,240,1245,277380,12127,rep,3017804,14752,3.953956835
AR,6/26/20,18740,249,1300,277380,12127,rep,3017804,15430,3.753737128
AR,6/27/20,19310,259,1337,283965,12784,rep,3017804,16000,3.041622199
AR,6/28/20,19818,264,1373,291222,13270,rep,3017804,16508,2.630761264
AR,6/29/20,20257,265,1380,302536,14066,rep,3017804,16947,2.215157937
AR,6/30/20,20777,270,1413,311203,14531,rep,3017804,17467,2.567013872
AR,7/1/20,21197,277,1448,314858,15163,rep,3017804,17887,2.021466044
AR,7/2/20,22075,279,1477,323987,15698,rep,3017804,18765,4.14209558
AR,7/3/20,22622,281,1517,331237,16164,rep,3017804,19312,2.477916195
AR,7/4/20,23209,286,1536,338893,16726,rep,3017804,19899,2.594819203
AR,7/5/20,23814,287,1536,338893,16726,rep,3017804,20504,2.606747382
AR,7/6/20,24253,292,1575,344968,17834,rep,3017804,20943,1.843453431
AR,7/7/20,24512,301,1604,350655,17834,rep,3017804,21202,1.067909125
AR,7/8/20,25246,305,1655,353272,18725,rep,3017804,21936,2.994451697
AR,7/9/20,26052,309,1705,364661,19992,rep,3017804,22742,3.192584964
AR,7/10/20,26803,313,1743,365412,20642,rep,3017804,23493,2.882696146
AR,7/11/20,27864,319,1780,369649,20642,rep,3017804,24554,3.958512107
AR,7/12/20,28367,321,1822,382402,21591,rep,3017804,25057,1.80519667
AR,7/13/20,28939,323,1836,382974,22106,rep,3017804,25629,2.016427539
AR,7/14/20,29733,331,1872,390299,22844,rep,3017804,26423,2.74370227
AR,7/15/20,30297,335,1948,395776,23523,rep,3017804,26987,1.896882252
AR,7/16/20,31114,341,1994,400961,24195,rep,3017804,27804,2.696636631
AR,7/17/20,31762,353,2070,407497,24776,rep,3017804,28452,2.082663753
AR,7/18/20,32533,357,2135,413005,24776,rep,3017804,29223,2.427429003
CA,5/1/20,52318,2147,,654985,,dem,39512223,0,
CA,5/2/20,53753,2213,,686803,,dem,39512223,1435,2.742841852
CA,5/3/20,55072,2235,,715751,,dem,39512223,2754,2.453816531
CA,5/4/20,56333,2297,,747874,,dem,39512223,4015,2.289729808
CA,5/5/20,58848,2386,,779902,,dem,39512223,6530,4.464523459
CA,5/6/20,60787,2478,,809036,,dem,39512223,8469,3.294929309
CA,5/7/20,62481,2561,,842874,,dem,39512223,10163,2.786780068
CA,5/8/20,64616,2650,,875272,,dem,39512223,12298,3.41703878
CA,5/9/20,66824,2732,,912570,,dem,39512223,14506,3.417110313
CA,5/10/20,68051,2769,,955664,,dem,39512223,15733,1.836166647
CA,5/11/20,69514,2820,,991897,,dem,39512223,17196,2.149858195
CA,5/12/20,71150,2902,,1033370,,dem,39512223,18832,2.353482752
CA,5/13/20,73218,3014,,1065592,,dem,39512223,20900,2.906535488
CA,5/14/20,74947,3039,,1104651,,dem,39512223,22629,2.361441176
CA,5/15/20,77015,3192,,1133906,,dem,39512223,24697,2.759283227
CA,5/16/20,78933,3254,,1179126,,dem,39512223,26615,2.490423943
CA,5/17/20,80366,3290,,1235243,,dem,39512223,28048,1.815463748
CA,5/18/20,81943,3322,,1292672,,dem,39512223,29625,1.962272603
CA,5/19/20,83981,3422,,1339316,,dem,39512223,31663,2.487094688
CA,5/20/20,86125,3514,,1380120,,dem,39512223,33807,2.552958407
CA,5/21/20,88488,3624,,1421127,,dem,39512223,36170,2.743686502
CA,5/22/20,90801,3690,,1466773,,dem,39512223,38483,2.613913751
CA,5/23/20,92815,3768,,1515306,,dem,39512223,40497,2.218037246
CA,5/24/20,94743,3790,,1582745,,dem,39512223,42425,2.077250444
CA,5/25/20,97017,3808,,1644102,,dem,39512223,44699,2.400177322
CA,5/26/20,99924,3859,,1696396,,dem,39512223,47606,2.996382077
CA,5/27/20,101873,3961,,1736894,,dem,39512223,49555,1.950482367
CA,5/28/20,104071,4042,,1790559,,dem,39512223,51753,2.15758837
CA,5/29/20,107043,4144,,1835478,,dem,39512223,54725,2.855742714
CA,5/30/20,110100,4214,,1888595,,dem,39512223,57782,2.855861663
CA,5/31/20,113114,4242,,1944848,,dem,39512223,60796,2.737511353
CA,6/1/20,115643,4287,,2012583,,dem,39512223,63325,2.235797514
CA,6/2/20,118081,4360,,2071591,,dem,39512223,65763,2.108212343
CA,6/3/20,120407,4422,,2131294,,dem,39512223,68089,1.969834266
CA,6/4/20,122917,4484,,2182671,,dem,39512223,70599,2.084596411
CA,6/5/20,126510,4550,,2238463,,dem,39512223,74192,2.923110717
CA,6/6/20,129147,4626,,2308300,,dem,39512223,76829,2.084420204
CA,6/7/20,131997,4653,,2362218,,dem,39512223,79679,2.206787614
CA,6/8/20,134287,4679,,2431190,,dem,39512223,81969,1.734887914
CA,6/9/20,137245,4775,,2486245,,dem,39512223,84927,2.202744867
CA,6/10/20,140139,4869,,2540798,,dem,39512223,87821,2.108637837
CA,6/11/20,143709,4941,,2597647,,dem,39512223,91391,2.547470725
CA,6/12/20,147285,4986,,2662258,,dem,39512223,94967,2.488361898
CA,6/13/20,150434,5059,,2724393,,dem,39512223,98116,2.138031707
CA,6/14/20,152953,5089,,2801996,,dem,39512223,100635,1.67448848
CA,6/15/20,155662,5120,,2868182,,dem,39512223,103344,1.771132309
CA,6/16/20,159131,5202,,2937755,,dem,39512223,106813,2.228546466
CA,6/17/20,163381,5283,,2997988,,dem,39512223,111063,2.670755541
CA,6/18/20,167135,5359,,3074530,,dem,39512223,114817,2.297696795
CA,6/19/20,170843,5425,,3155702,,dem,39512223,118525,2.21856583
CA,6/20/20,174854,5495,,3234412,,dem,39512223,122536,2.34776959
CA,6/21/20,178807,5517,,3319256,,dem,39512223,126489,2.260743249
CA,6/22/20,184620,5561,,3411686,,dem,39512223,132302,3.250991292
CA,6/23/20,191039,5637,,3496929,,dem,39512223,138721,3.476871412
CA,6/24/20,195889,5728,,3592899,,dem,39512223,143571,2.538748632
CA,6/25/20,201413,5810,,3694345,,dem,39512223,149095,2.819964368
